Date,Close,High,Low,Open,Volume
2016-08-09,5225.47998046875,5238.5400390625,5214.9501953125,5216.2099609375,1664320000
2016-08-10,5204.580078125,5227.9599609375,5193.7998046875,5227.9501953125,1651240000
2016-08-11,5228.39990234375,5235.2900390625,5211.25,5222.14990234375,1511670000
2016-08-12,5232.89013671875,5233.33984375,5215.5498046875,5219.66015625,1501620000
2016-08-15,5262.02001953125,5271.35986328125,5241.14013671875,5242.18017578125,1533170000
2016-08-16,5227.10986328125,5248.259765625,5226.77978515625,5247.9599609375,1698390000
2016-08-17,5228.66015625,5230.08984375,5197.22998046875,5228.43994140625,1747890000
2016-08-18,5240.14990234375,5243.169921875,5221.83984375,5226.4501953125,1659080000
2016-08-19,5238.3798828125,5245.81005859375,5217.64990234375,5229.8701171875,1632740000
2016-08-22,5244.60009765625,5252.1298828125,5224.6298828125,5231.4599609375,1560210000
2016-08-23,5260.080078125,5275.740234375,5257.89990234375,5265.77978515625,1547050000
2016-08-24,5217.68994140625,5262.990234375,5205.64013671875,5254.419921875,1714780000
2016-08-25,5212.2001953125,5230.58984375,5201.64013671875,5207.60986328125,1511890000
2016-08-26,5218.919921875,5253.39013671875,5191.85986328125,5219.0498046875,1591060000
2016-08-29,5232.330078125,5245.1201171875,5222.33984375,5223.7998046875,1416640000
2016-08-30,5222.990234375,5241.6201171875,5205.60986328125,5229.8798828125,1561020000
2016-08-31,5213.22021484375,5219.89013671875,5191.18017578125,5216.419921875,1761770000
2016-09-01,5227.2099609375,5229.93994140625,5189.35986328125,5218.27978515625,1592520000
2016-09-02,5249.89990234375,5263.39013671875,5231.02001953125,5249.66015625,1474200000
2016-09-06,5275.91015625,5275.91015625,5244.0,5260.0,1777940000
2016-09-07,5283.93017578125,5287.60986328125,5261.919921875,5274.22998046875,1878460000
2016-09-08,5259.47998046875,5271.009765625,5248.41015625,5269.9599609375,1839790000
2016-09-09,5125.91015625,5225.93017578125,5125.91015625,5217.9501953125,2208690000
2016-09-12,5211.89013671875,5217.8798828125,5097.7998046875,5098.02978515625,2007610000
2016-09-13,5155.25,5195.02978515625,5131.27001953125,5181.14013671875,2071460000
2016-09-14,5173.77001953125,5201.33984375,5159.5498046875,5160.2099609375,1902680000
2016-09-15,5249.68994140625,5254.77978515625,5176.25,5178.10009765625,1950940000
2016-09-16,5244.56982421875,5248.60009765625,5218.97021484375,5238.7099609375,3013860000
2016-09-19,5235.02978515625,5281.06982421875,5222.91015625,5263.5498046875,1792650000
2016-09-20,5241.35009765625,5265.18017578125,5235.419921875,5256.18994140625,1697530000
2016-09-21,5295.18017578125,5299.39990234375,5233.93994140625,5263.64990234375,2001890000
2016-09-22,5339.52001953125,5342.8798828125,5320.93017578125,5323.259765625,1914550000
2016-09-23,5305.75,5329.7099609375,5301.6298828125,5327.43017578125,1762700000
2016-09-26,5257.490234375,5282.27001953125,5254.9599609375,5275.72998046875,1672190000
2016-09-27,5305.7099609375,5306.81005859375,5251.31982421875,5254.18017578125,1754700000
2016-09-28,5318.5498046875,5320.6201171875,5284.83984375,5312.72998046875,1788240000
2016-09-29,5269.14990234375,5317.0,5254.52001953125,5311.31005859375,1946150000
2016-09-30,5312.0,5325.8798828125,5277.8798828125,5288.8701171875,2063260000
2016-10-03,5300.8701171875,5308.60009765625,5281.9501953125,5300.2900390625,1606460000
2016-10-04,5289.66015625,5323.60009765625,5271.7001953125,5313.490234375,1711810000
2016-10-05,5316.02001953125,5330.81005859375,5304.06005859375,5305.27978515625,1755640000
2016-10-06,5306.85009765625,5315.72998046875,5281.47021484375,5306.58984375,1655480000
2016-10-07,5292.39990234375,5315.64990234375,5266.7998046875,5314.919921875,1647330000
2016-10-10,5328.669921875,5340.52001953125,5317.72998046875,5318.4599609375,1365600000
2016-10-11,5246.7900390625,5321.81982421875,5227.43017578125,5321.81982421875,1822980000
2016-10-12,5239.02001953125,5257.18017578125,5228.77001953125,5247.91015625,1567930000
2016-10-13,5213.330078125,5228.259765625,5169.759765625,5200.2998046875,1737720000
2016-10-14,5214.16015625,5258.8798828125,5213.3701171875,5241.259765625,1593610000
2016-10-17,5199.81982421875,5219.97998046875,5196.02978515625,5213.68994140625,1427060000
2016-10-18,5243.83984375,5264.27001953125,5239.43994140625,5255.31982421875,1476970000
2016-10-19,5246.41015625,5253.830078125,5234.25,5240.330078125,1548910000
2016-10-20,5241.830078125,5252.10009765625,5216.0498046875,5238.2001953125,1745270000
2016-10-21,5257.39990234375,5259.1298828125,5225.759765625,5238.64990234375,1651490000
2016-10-24,5309.830078125,5311.5,5289.22998046875,5290.31005859375,1533370000
2016-10-25,5283.39990234375,5310.27001953125,5278.56982421875,5306.47021484375,1580830000
2016-10-26,5250.27001953125,5280.85009765625,5237.0498046875,5256.39990234375,1732300000
2016-10-27,5215.97021484375,5274.1201171875,5211.75,5272.18994140625,1926820000
2016-10-28,5190.10009765625,5232.35009765625,5178.759765625,5203.7001953125,1911810000
2016-10-31,5189.14013671875,5206.7099609375,5186.56005859375,5205.08984375,1709060000
2016-11-01,5153.580078125,5201.1298828125,5112.31982421875,5199.77001953125,1880920000
2016-11-02,5105.56982421875,5156.7001953125,5097.56005859375,5147.27978515625,2124990000
2016-11-03,5058.41015625,5115.06005859375,5053.52001953125,5104.7001953125,2113730000
2016-11-04,5046.3701171875,5087.509765625,5034.41015625,5034.41015625,2020130000
2016-11-07,5166.169921875,5169.41015625,5122.77001953125,5128.990234375,1916620000
2016-11-08,5193.490234375,5214.169921875,5145.2998046875,5154.990234375,1739440000
2016-11-09,5251.06982421875,5258.990234375,5143.85986328125,5143.85986328125,2827570000
2016-11-10,5208.7998046875,5302.68017578125,5145.31982421875,5283.47998046875,2986760000
2016-11-11,5237.10986328125,5241.080078125,5179.64013671875,5191.81982421875,2290080000
2016-11-14,5218.39990234375,5247.169921875,5192.0498046875,5246.330078125,2371900000
2016-11-15,5275.6201171875,5287.06005859375,5236.25,5241.35009765625,2159180000
2016-11-16,5294.580078125,5299.6298828125,5251.8798828125,5253.740234375,2066130000
2016-11-17,5333.97021484375,5334.0498046875,5288.16015625,5295.06982421875,2084710000
2016-11-18,5321.509765625,5346.7998046875,5315.52978515625,5340.97021484375,1865770000
2016-11-21,5368.85986328125,5369.830078125,5334.16015625,5336.77978515625,1748170000
2016-11-22,5386.35009765625,5392.259765625,5365.60009765625,5384.75,1890410000
2016-11-23,5380.68017578125,5380.68017578125,5350.68017578125,5366.5498046875,1617700000
2016-11-25,5398.919921875,5398.919921875,5379.27978515625,5388.490234375,768080000
2016-11-28,5368.81005859375,5396.27001953125,5364.91015625,5387.919921875,1630150000
2016-11-29,5379.919921875,5403.85986328125,5360.56005859375,5370.97998046875,1791760000
2016-11-30,5323.68017578125,5393.14990234375,5323.68017578125,5391.35009765625,2056060000
2016-12-01,5251.10986328125,5326.33984375,5238.2099609375,5323.8798828125,2269790000
2016-12-02,5255.64990234375,5274.5400390625,5239.27001953125,5249.02001953125,1851030000
2016-12-05,5308.89013671875,5321.08984375,5269.56982421875,5283.580078125,1800570000
2016-12-06,5333.0,5333.990234375,5299.93994140625,5317.740234375,1977480000
2016-12-07,5393.759765625,5397.93017578125,5307.31005859375,5322.669921875,2125370000
2016-12-08,5417.35986328125,5425.52001953125,5389.10009765625,5394.14990234375,2236580000
2016-12-09,5444.5,5450.16015625,5427.1201171875,5436.10986328125,2042340000
2016-12-12,5412.5400390625,5434.89990234375,5394.419921875,5428.22021484375,1931840000
2016-12-13,5463.830078125,5486.75,5430.72021484375,5433.56982421875,2094860000
2016-12-14,5436.669921875,5476.25,5425.72998046875,5465.68994140625,1976570000
2016-12-15,5456.85009765625,5485.1201171875,5439.39013671875,5443.509765625,2101320000
2016-12-16,5437.16015625,5474.580078125,5426.009765625,5467.81982421875,3281480000
2016-12-19,5457.43994140625,5483.419921875,5436.5400390625,5441.2001953125,1688680000
2016-12-20,5483.93994140625,5489.47021484375,5471.7099609375,5473.52978515625,1679630000
2016-12-21,5471.43017578125,5486.259765625,5465.31005859375,5482.6298828125,1496850000
2016-12-22,5447.419921875,5472.009765625,5432.77001953125,5472.009765625,1585470000
2016-12-23,5462.68994140625,5462.68994140625,5441.759765625,5441.759765625,1144900000
2016-12-27,5487.43994140625,5512.3701171875,5469.60986328125,5470.759765625,1219050000
2016-12-28,5438.56005859375,5498.91015625,5434.7001953125,5497.43994140625,1326660000
2016-12-29,5432.08984375,5450.6298828125,5415.18017578125,5437.509765625,1266350000
2016-12-30,5383.1201171875,5441.89990234375,5371.89013671875,5440.169921875,1551690000
2017-01-03,5429.080078125,5452.56982421875,5397.990234375,5425.6201171875,1887670000
2017-01-04,5477.0,5482.35009765625,5440.240234375,5440.91015625,1885490000
2017-01-05,5487.93994140625,5495.85009765625,5464.35986328125,5474.39013671875,1799170000
2017-01-06,5521.06005859375,5536.52001953125,5482.81005859375,5499.080078125,1711870000
2017-01-09,5531.81982421875,5541.080078125,5517.14013671875,5527.580078125,1887740000
2017-01-10,5551.81982421875,5564.25,5528.10986328125,5536.5400390625,1798610000
2017-01-11,5563.64990234375,5564.080078125,5524.02978515625,5550.72021484375,1960830000
2017-01-12,5547.490234375,5550.669921875,5496.81982421875,5542.56005859375,1805840000
2017-01-13,5574.1201171875,5584.259765625,5557.2001953125,5557.56982421875,1611260000
2017-01-17,5538.72998046875,5557.0498046875,5527.22021484375,5555.16015625,1759440000
2017-01-18,5555.64990234375,5555.97998046875,5534.77001953125,5546.93994140625,1686260000
2017-01-19,5540.080078125,5571.52978515625,5528.3701171875,5560.60986328125,1809900000
2017-01-20,5555.330078125,5574.35009765625,5542.22998046875,5556.8701171875,1750340000
2017-01-23,5552.93994140625,5564.14013671875,5522.68994140625,5546.64013671875,1652370000
2017-01-24,5600.9599609375,5606.52978515625,5558.490234375,5568.27001953125,1808560000
2017-01-25,5656.33984375,5658.58984375,5634.330078125,5635.85986328125,1964040000
2017-01-26,5655.18017578125,5669.60986328125,5647.64990234375,5666.27978515625,1837020000
2017-01-27,5660.77978515625,5667.4501953125,5643.89990234375,5664.8798828125,1669190000
2017-01-30,5613.7099609375,5636.08984375,5578.759765625,5635.85986328125,1782380000
2017-01-31,5614.7900390625,5615.14990234375,5576.08984375,5592.8701171875,2047460000
2017-02-01,5642.64990234375,5662.10986328125,5621.02978515625,5654.509765625,2239570000
2017-02-02,5636.2001953125,5656.009765625,5616.39990234375,5627.14990234375,2077010000
2017-02-03,5666.77001953125,5666.83984375,5647.580078125,5650.72998046875,1792330000
2017-02-06,5663.5498046875,5668.2001953125,5650.259765625,5656.9501953125,1736140000
2017-02-07,5674.22021484375,5689.60009765625,5664.81982421875,5674.85986328125,1922030000
2017-02-08,5682.4501953125,5686.9599609375,5649.39013671875,5662.9501953125,1947100000
2017-02-09,5715.18017578125,5722.7099609375,5685.14990234375,5688.02001953125,1948120000
2017-02-10,5734.1298828125,5743.43017578125,5717.419921875,5726.169921875,1867270000
2017-02-13,5763.9599609375,5770.990234375,5751.919921875,5753.18994140625,1843480000
2017-02-14,5782.56982421875,5783.08984375,5748.740234375,5756.509765625,1952370000
2017-02-15,5819.43994140625,5821.9501953125,5776.7001953125,5777.89990234375,2094140000
2017-02-16,5814.89990234375,5835.14990234375,5796.7099609375,5823.009765625,1945600000
2017-02-17,5838.580078125,5838.580078125,5800.7998046875,5807.31005859375,1879030000
2017-02-21,5865.9501953125,5867.89013671875,5847.5,5850.2001953125,1940110000
2017-02-22,5860.6298828125,5864.419921875,5848.27978515625,5857.56005859375,1874710000
2017-02-23,5835.509765625,5866.9599609375,5809.5498046875,5866.81982421875,1881490000
2017-02-24,5845.31005859375,5845.31005859375,5800.5498046875,5802.330078125,1684650000
2017-02-27,5861.89990234375,5861.89990234375,5827.0,5835.0400390625,1882610000
2017-02-28,5825.43994140625,5855.06982421875,5817.22021484375,5852.7900390625,2303390000
2017-03-01,5904.02978515625,5911.7900390625,5865.7900390625,5874.85986328125,2220350000
2017-03-02,5861.22021484375,5897.009765625,5856.2998046875,5897.009765625,2043610000
2017-03-03,5870.75,5870.75,5841.47021484375,5854.27001953125,1853600000
2017-03-06,5849.18017578125,5857.740234375,5827.4599609375,5846.419921875,1774040000
2017-03-07,5833.93017578125,5859.77001953125,5826.31982421875,5836.1201171875,1825510000
2017-03-08,5837.5498046875,5860.6298828125,5832.6298828125,5838.43994140625,1813080000
2017-03-09,5838.81005859375,5852.5400390625,5812.080078125,5834.669921875,1886780000
2017-03-10,5861.72998046875,5872.60009765625,5835.43994140625,5867.16015625,1999440000
2017-03-13,5875.77978515625,5877.43017578125,5860.830078125,5863.47998046875,1812460000
2017-03-14,5856.81982421875,5860.5,5831.8798828125,5860.06982421875,1664870000
2017-03-15,5900.0498046875,5911.2001953125,5858.16015625,5869.97998046875,1955400000
2017-03-16,5900.759765625,5911.47998046875,5887.240234375,5907.85986328125,1770640000
2017-03-17,5901.0,5912.60986328125,5890.419921875,5898.580078125,3189970000
2017-03-20,5901.52978515625,5915.1201171875,5888.1201171875,5898.81005859375,1736790000
2017-03-21,5793.830078125,5928.06005859375,5790.72998046875,5923.419921875,2199920000
2017-03-22,5821.64013671875,5825.669921875,5781.7998046875,5790.58984375,1860290000
2017-03-23,5817.68994140625,5842.81982421875,5806.97998046875,5812.31005859375,1746990000
2017-03-24,5828.740234375,5858.9501953125,5807.830078125,5839.330078125,1855040000
2017-03-27,5840.3701171875,5849.2001953125,5769.39013671875,5776.330078125,1673060000
2017-03-28,5875.14013671875,5888.7001953125,5828.85986328125,5836.5,1823600000
2017-03-29,5897.5498046875,5900.8701171875,5870.93017578125,5875.35009765625,1722190000
2017-03-30,5914.33984375,5916.77001953125,5894.0,5896.14990234375,1732100000
2017-03-31,5911.740234375,5927.81005859375,5901.77001953125,5905.6298828125,1905150000
2017-04-03,5894.68017578125,5928.93017578125,5867.72998046875,5917.31982421875,1852990000
2017-04-04,5898.60986328125,5901.39013671875,5878.759765625,5878.759765625,1795260000
2017-04-05,5864.47998046875,5936.39013671875,5856.259765625,5911.919921875,2208600000
2017-04-06,5878.9501953125,5889.580078125,5856.22021484375,5870.52001953125,1849790000
2017-04-07,5877.81005859375,5892.06982421875,5855.509765625,5873.93994140625,1703730000
2017-04-10,5880.93017578125,5907.85009765625,5865.56005859375,5883.43017578125,1633190000
2017-04-11,5866.77001953125,5878.93994140625,5819.2900390625,5871.16015625,1830760000
