Date,Close,High,Low,Open,Volume,Daily_Return,Price_Change,Price_Change_Pct,SMA_10,SMA_20,SMA_50,EMA_10,EMA_20,RSI,MACD,MACD_Signal,MACD_Diff,BB_High,BB_Low,BB_Mid,BB_Width,ATR,OBV,Volume_SMA_20,Volume_Surge,ADX,Plus_DI,Minus_DI,Trend_Slope,Trend_Slope_Pct,Higher_Highs_Count,Lower_Lows_Count,BB_Width_Pctl,RSI_Prev,Plus_DI_Prev,Minus_DI_Prev,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Next_Week_Return,Next_Week_Return_Pct,Target,Trend_Pattern
2016-03-04,4717.02001953125,4746.64990234375,4687.93994140625,4715.759765625,2171230000,0.002039354426750739,9.60009765625,0.2039354426750739,4616.488037109375,4496.522998046875,4620.05744140625,4625.205217605554,4576.399845545636,61.96120232218304,34.998409820574125,-3.633403164507304,38.63181298508143,4794.624934736905,4198.421061356845,4496.522998046875,0.13259219927019816,82.07445238541058,-1794570000,2118659500.0,1.024813095261414,23.148042428990248,30.70712788413551,25.976757318028987,24.34866952537594,0.5161875384153143,14.0,6.0,100.0,61.38075291085527,28.79465878540557,27.37220247135494,4707.419921875,4703.419921875,4689.60009765625,4557.9501953125,4590.47021484375,31.4501953125,0.6667386439378697,2.0,2.0
2016-03-07,4708.25,4731.18994140625,4674.81982421875,4690.8798828125,2084390000,-0.0018592288128812529,-8.77001953125,-0.18592288128812529,4630.25205078125,4513.778491210937,4614.200244140625,4640.304268949999,4588.957003112718,61.05835305215905,40.29844508617134,5.152966485628424,35.145478600542916,4818.870647145834,4208.686335276041,4513.778491210937,0.13518259991222895,80.23842844270268,-3878960000,2098415000.0,0.9933163840327104,21.926735759580687,29.16949126839457,25.841466376862886,25.267295802984023,0.5366600287364525,14.0,6.0,100.0,61.96120232218304,30.70712788413551,25.976757318028987,4717.02001953125,4707.419921875,4703.419921875,4689.60009765625,4557.9501953125,42.02978515625,0.8926838030319129,2.0,2.0
2016-03-08,4648.81982421875,4695.0400390625,4642.85986328125,4676.22021484375,1993060000,-0.012622561627196993,-59.43017578125,-1.2622561627196993,4644.776025390625,4532.031982421875,4606.258037109375,4641.852551726135,4594.6582241704355,55.18962487589455,39.25078410559945,11.97253000962263,27.27825409597682,4823.258826682155,4240.805138161595,4532.031982421875,0.12851932439569902,79.17783617670605,-5872020000,2062964500.0,0.9661145405071198,20.39382561521581,27.452216008677578,27.197551513932467,23.56442889450188,0.506890561164348,13.0,7.0,90.0,61.05835305215905,29.16949126839457,25.841466376862886,4708.25,4717.02001953125,4707.419921875,4703.419921875,4689.60009765625,79.85009765625,1.7176423409713149,3.0,2.0
2016-03-09,4674.3798828125,4676.47021484375,4642.419921875,4666.419921875,1789550000,0.005498182239842997,25.56005859375,0.5498182239842997,4657.95302734375,4552.31298828125,4598.775830078125,4647.766611923656,4602.250763088727,57.099482335029215,40.021643748178576,17.582352757333823,22.439290990844754,4823.159680978106,4281.466295584394,4552.31298828125,0.11899300131343361,75.95444023328062,-4082470000,2029152500.0,0.8819199148412946,18.964812221287527,26.574861017317293,26.369628005896605,21.44104058975564,0.45869272774755543,12.0,8.0,80.0,55.18962487589455,27.452216008677578,27.197551513932467,4648.81982421875,4708.25,4717.02001953125,4707.419921875,4703.419921875,89.59033203125,1.9166249700985905,3.0,2.0
2016-03-10,4662.16015625,4716.14013671875,4607.990234375,4691.2001953125,1936470000,-0.0026141920145239528,-12.2197265625,-0.2614192014523953,4665.9490234375,4571.24150390625,4591.199228515625,4650.383619982991,4607.956419580277,55.873421640595346,39.19471350022013,21.904824905911084,17.289888594309048,4815.977342128935,4326.505665683565,4571.24150390625,0.10707631089433862,78.25411609831414,-6018940000,2003557000.0,0.9665160512029356,18.13880676770508,27.570715483384905,23.771047233150156,18.767288827537595,0.4025449190624337,13.0,8.0,65.0,57.099482335029215,26.574861017317293,26.369628005896605,4674.3798828125,4648.81982421875,4708.25,4717.02001953125,4707.419921875,112.830078125,2.4201244561223856,4.0,2.0
2016-03-11,4748.47021484375,4748.7900390625,4700.91015625,4712.3798828125,1801790000,0.01851289009839019,86.31005859375,1.851289009839019,4681.7490234375,4595.323022460938,4584.009833984375,4668.217546321311,4621.338685795846,62.06871604807981,44.98530315388234,26.520920555505334,18.464382598377007,4808.221781080848,4382.424263841028,4595.323022460938,0.09265888712471672,78.85238514932742,-4217150000,1953030000.0,0.9225613533842286,17.760302848330408,28.363455627051394,21.908642902688978,16.492785552749062,0.3473283985480735,13.0,8.0,5.0,55.873421640595346,27.570715483384905,23.771047233150156,4662.16015625,4674.3798828125,4648.81982421875,4708.25,4717.02001953125,47.1796875,0.9935765702502763,2.0,2.0
2016-03-14,4750.27978515625,4762.27001953125,4731.509765625,4733.39013671875,1615100000,0.00038108490326904665,1.8095703125,0.038108490326904665,4700.981982421875,4615.9615234375,4577.698427734375,4683.137953382208,4633.6187904968365,62.188578576587496,49.15379007949923,31.047494460304115,18.106295619195116,4803.393844856705,4428.529202018294,4615.9615234375,0.08121052156415068,75.41723291767903,-2602050000,1934625500.0,0.8348385772853713,17.567287341217753,28.813133288794123,21.27136638159317,14.635717957001882,0.3081022301620171,13.0,8.0,5.0,62.06871604807981,28.363455627051394,21.908642902688978,4748.47021484375,4662.16015625,4674.3798828125,4648.81982421875,4708.25,58.59033203125,1.2334080239722711,3.0,2.0
2016-03-15,4728.669921875,4735.27001953125,4712.06982421875,4731.14013671875,1692420000,-0.004549176945066846,-21.60986328125,-0.4549176945066846,4704.88896484375,4630.597021484375,4572.123623046875,4691.41649310817,4642.671279199519,59.75997011982466,50.13567775001775,34.86513111824684,15.270546631770905,4804.765353897167,4456.428689071582,4630.597021484375,0.07522500083886009,72.75957063338053,-4294470000,1913350500.0,0.8845321335531572,17.07555725646204,27.733949236338525,22.38021944343189,13.403708000469924,0.2834561985065585,12.0,9.0,5.0,62.188578576587496,28.813133288794123,21.27136638159317,4750.27978515625,4748.47021484375,4662.16015625,4674.3798828125,4648.81982421875,92.990234375,1.966519886381235,3.0,2.0
2016-03-16,4763.97021484375,4774.77978515625,4716.4501953125,4717.8798828125,1781060000,0.007465163259852359,35.30029296875,0.7465163259852359,4710.943994140625,4642.092529296875,4569.34123046875,4704.608078878275,4654.223558784684,62.346754680986926,53.14959399365671,38.52202369332882,14.62757030032789,4819.5744323645695,4464.6106262291805,4642.092529296875,0.0764663357947228,71.72885771983549,-2513410000,1887581500.0,0.9435672049127415,17.10911754653962,30.054157423084398,21.082096460456803,13.78477149906015,0.28935469529404406,12.0,9.0,10.0,59.75997011982466,27.733949236338525,22.38021944343189,4728.669921875,4750.27978515625,4748.47021484375,4662.16015625,4674.3798828125,4.8896484375,0.1026380984134656,2.0,2.0
2016-03-17,4774.990234375,4788.08984375,4737.97021484375,4752.6201171875,1907190000,0.0023132007620267903,11.02001953125,0.23132007620267903,4717.701025390625,4656.4650390625,4567.012431640625,4717.404834423133,4665.725146936143,63.143294006263304,55.78432088226418,41.974483131115896,13.809837751148287,4828.012744742745,4484.9173333822555,4656.4650390625,0.07368151773551505,70.18534137600795,-606220000,1885147500.0,1.0116927190047462,17.29999552727548,29.875994710351634,20.008198322143944,13.243007665648497,0.277341041879259,13.0,8.0,5.0,62.346754680986926,30.054157423084398,21.082096460456803,4763.97021484375,4728.669921875,4750.27978515625,4748.47021484375,4662.16015625,-1.490234375,-0.031209160686274107,1.0,2.0
